97.70	-65.29	10.00	0.00	-8.133
89.37	-76.00	20.00	10.00	-7.345
102.86	-69.18	30.00	20.00	-6.776
169.97	-63.78	40.00	30.00	-7.474
139.22	-38.51	50.00	40.00	-4.869
104.53	-8.02	60.00	50.00	-6.496
109.51	-10.82	70.00	60.00	-4.154
57.66	-33.52	80.00	70.00	-5.064
100.30	-55.50	90.00	80.00	-4.677
64.81	-57.39	100.00	90.00	-5.305
39.18	-59.98	110.00	100.00	-5.676
130.07	-70.09	120.00	110.00	-6.191
